genres,id,overview,release_date,title,vote_average,vote_count,director,actors
"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",7459,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",2008-05-09,Speed Racer,5.7,359.0,Lilly Wachowski,"Emile Hirsch, Christina Ricci, Matthew Fox"
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1729,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",2008-04-18,The Forbidden Kingdom,6.3,476.0,Rob Minkoff,"Jackie Chan, Jet Li, Michael Angarano"
"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",13007,"Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.",2008-10-01,Religulous,7.2,200.0,Larry Charles,"Bill Maher, Jose Luis De Jesus Miranda, Andrew Newberg"
"[{'id': 53, 'name': 'Thriller'}]",13018,"As a corporate auditor who works in a number of different offices, Jonathan McQuarry wanders without an anchor among New York's power brokers. A chance meeting with charismatic lawyer Wyatt Bose leads to Jonathan's introduction to The List, an underground sex club. Jonathan begins an affair with a woman known only as S, who introduces Jonathan to a world of treachery and murder.",2008-04-24,Deception,5.7,200.0,Marcel Langenegger,"Hugh Jackman, Ewan McGregor, Michelle Williams"
"[{'id': 35, 'name': 'Comedy'}]",8780,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",2008-04-23,Baby Mama,5.8,205.0,Michael McCullers,"Tina Fey, Amy Poehler, Dax Shepard"
"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",8617,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",2008-04-10,Prom Night,4.8,170.0,Nelson McCormick,"Brittany Snow, Scott Porter, Jessica Stroup"
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1726,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008-04-30,Iron Man,7.4,8951.0,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",10761,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.",2008-05-02,Made of Honor,6.0,410.0,Paul Weiland,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd"
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",8681,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",2008-02-18,Taken,7.2,4444.0,Pierre Morel,"Liam Neeson, Famke Janssen, Maggie Grace"
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",14784,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story about 5 mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality starts to blur as the tale advances.",2008-01-03,The Fall,7.7,430.0,Tarsem Singh,"Catinca Untaru, Lee Pace, Justine Waddell"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",13008,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",2007-07-27,An American Crime,7.3,165.0,Tommy O'Haver,"Ellen Page, Catherine Keener, Hayley McFarland"
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9029,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",2008-05-07,What Happens in Vegas,5.8,949.0,Tom Vaughan,"Ashton Kutcher, Cameron Diaz, Lake Bell"
"[{'id': 35, 'name': 'Comedy'}]",8277,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.",2007-12-10,American Pie Presents: Beta House,5.4,480.0,Andrew Waller,"John White, Steve Talley, Christopher McDonald"
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2454,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",2008-05-15,The Chronicles of Narnia: Prince Caspian,6.3,1668.0,Andrew Adamson,"Ben Barnes, William Moseley, Anna Popplewell"
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",15356,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",2007-07-19,The Girl Next Door,6.5,209.0,Gregory Wilson,"Blythe Auffarth, Daniel Manche, Blanche Baker"
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",217,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",2008-05-21,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2558.0,Steven Spielberg,"Harrison Ford, Cate Blanchett, Shia LaBeouf"
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",12245,"At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols",2008-01-18,The Oxford Murders,5.7,191.0,Álex de la Iglesia,"Elijah Wood, John Hurt, Leonor Watling"
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",10885,"A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved.",2008-03-21,Shutter,5.3,184.0,Masayuki Ochiai,"Joshua Jackson, Rachael Taylor, Megumi Okina"
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4564,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,2008-05-12,Sex and the City,6.0,525.0,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon"
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",10665,"After returning from a wedding reception, a couple staying in an isolated vacation house receive a knock on the door in the mid-hours of the night. What ensues is a violent invasion by three strangers, their faces hidden behind masks. The couple find themselves in a violent struggle, in which they go beyond what either of them thought capable in order to survive.",2008-05-29,The Strangers,6.0,509.0,Bryan Bertino,"Liv Tyler, Scott Speedman, Alex Fisher"
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9022,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",2008-02-15,All the Boys Love Mandy Lane,5.7,211.0,Jonathan Levine,"Amber Heard, Anson Mount, Michael Welch"
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",9502,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",2008-06-04,Kung Fu Panda,6.9,3231.0,Mark Osborne,"Jack Black, Dustin Hoffman, Angelina Jolie"
"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",10661,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,2008-06-05,You Don't Mess with the Zohan,5.5,1068.0,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui"
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",14748,"The story of a young ex-con Jack, newly released from serving a prison sentence for a murder he committed as a child.",2007-10-28,Boy A,7.1,155.0,John Crowley,"Andrew Garfield, Katie Lyons, Peter Mullan"
"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8645,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan.",2008-06-11,The Happening,4.9,968.0,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo"
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",1724,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",2008-06-12,The Incredible Hulk,6.1,3086.0,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth"
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10681,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",2008-06-22,WALL·E,7.8,6439.0,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin"
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8909,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",2008-06-19,Wanted,6.4,2583.0,Timur Bekmambetov,"Angelina Jolie, James McAvoy, Morgan Freeman"
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",8960,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",2008-07-01,Hancock,6.2,3050.0,Peter Berg,"Will Smith, Charlize Theron, Jason Bateman"
